video_id,gloss,START,END
gs://sign-language-videos2/Top 50 Videos/65889.mp4,help,0,inf
gs://sign-language-videos2/Top 50 Videos/27215.mp4,help,0,inf
gs://sign-language-videos2/Top 50 Videos/27216.mp4,help,0,inf
gs://sign-language-videos2/Top 50 Videos/27217.mp4,help,0,inf
gs://sign-language-videos2/Top 50 Videos/69411.mp4,no,0,inf
gs://sign-language-videos2/Top 50 Videos/38525.mp4,no,0,inf
gs://sign-language-videos2/Top 50 Videos/38544.mp4,no,0,inf
gs://sign-language-videos2/Top 50 Videos/38527.mp4,no,0,inf
gs://sign-language-videos2/Top 50 Videos/38529.mp4,no,0,inf
gs://sign-language-videos2/Top 50 Videos/38530.mp4,no,0,inf
gs://sign-language-videos2/Top 50 Videos/38532.mp4,no,0,inf
gs://sign-language-videos2/Top 50 Videos/38533.mp4,no,0,inf
gs://sign-language-videos2/Top 50 Videos/66183.mp4,no,0,inf
gs://sign-language-videos2/Top 50 Videos/38524.mp4,no,0,inf
gs://sign-language-videos2/Top 50 Videos/38534.mp4,no,0,inf
gs://sign-language-videos2/Top 50 Videos/57948.mp4,thin,0,inf
gs://sign-language-videos2/Top 50 Videos/57949.mp4,thin,0,inf
gs://sign-language-videos2/Top 50 Videos/57934.mp4,thin,0,inf
gs://sign-language-videos2/Top 50 Videos/57953.mp4,thin,0,inf
gs://sign-language-videos2/Top 50 Videos/57935.mp4,thin,0,inf
gs://sign-language-videos2/Top 50 Videos/57936.mp4,thin,0,inf
gs://sign-language-videos2/Top 50 Videos/57937.mp4,thin,0,inf
gs://sign-language-videos2/Top 50 Videos/66606.mp4,thin,0,inf
gs://sign-language-videos2/Top 50 Videos/57939.mp4,thin,0,inf
gs://sign-language-videos2/Top 50 Videos/57940.mp4,thin,0,inf
gs://sign-language-videos2/Top 50 Videos/57941.mp4,thin,0,inf
gs://sign-language-videos2/Top 50 Videos/57942.mp4,thin,0,inf
gs://sign-language-videos2/Top 50 Videos/66607.mp4,thin,0,inf
gs://sign-language-videos2/Top 50 Videos/57933.mp4,thin,0,inf
gs://sign-language-videos2/Top 50 Videos/57943.mp4,thin,0,inf
gs://sign-language-videos2/Top 50 Videos/57947.mp4,thin,0,inf
gs://sign-language-videos2/Top 50 Videos/62175.mp4,walk,0,inf
gs://sign-language-videos2/Top 50 Videos/62159.mp4,walk,0,inf
gs://sign-language-videos2/Top 50 Videos/62160.mp4,walk,0,inf
gs://sign-language-videos2/Top 50 Videos/62163.mp4,walk,0,inf
gs://sign-language-videos2/Top 50 Videos/62164.mp4,walk,0,inf
gs://sign-language-videos2/Top 50 Videos/66743.mp4,walk,0,inf
gs://sign-language-videos2/Top 50 Videos/66742.mp4,walk,0,inf
gs://sign-language-videos2/Top 50 Videos/62158.mp4,walk,0,inf
gs://sign-language-videos2/Top 50 Videos/62168.mp4,walk,0,inf
gs://sign-language-videos2/Top 50 Videos/62169.mp4,walk,0,inf
gs://sign-language-videos2/Top 50 Videos/62170.mp4,walk,0,inf
gs://sign-language-videos2/Top 50 Videos/69546.mp4,yes,0,inf
gs://sign-language-videos2/Top 50 Videos/64287.mp4,yes,0,inf
gs://sign-language-videos2/Top 50 Videos/64284.mp4,yes,0,inf
gs://sign-language-videos2/Top 50 Videos/64291.mp4,yes,0,inf
gs://sign-language-videos2/Top 50 Videos/64292.mp4,yes,0,inf
gs://sign-language-videos2/Top 50 Videos/64293.mp4,yes,0,inf
gs://sign-language-videos2/Top 50 Videos/66820.mp4,yes,0,inf
gs://sign-language-videos2/Top 50 Videos/64280.mp4,yes,0,inf
gs://sign-language-videos2/Top 50 Videos/64300.mp4,yes,0,inf
gs://sign-language-videos2/Top 50 Videos/64281.mp4,yes,0,inf
gs://sign-language-videos2/Top 50 Videos/64288.mp4,yes,0,inf
gs://sign-language-videos2/Top 50 Videos/64283.mp4,yes,0,inf
gs://sign-language-videos2/Top 50 Videos/69281.mp4,cool,0,inf
gs://sign-language-videos2/Top 50 Videos/65403.mp4,cool,0,inf
gs://sign-language-videos2/Top 50 Videos/13213.mp4,cool,0,inf
gs://sign-language-videos2/Top 50 Videos/13197.mp4,cool,0,inf
gs://sign-language-videos2/Top 50 Videos/13216.mp4,cool,0,inf
gs://sign-language-videos2/Top 50 Videos/13217.mp4,cool,0,inf
gs://sign-language-videos2/Top 50 Videos/13198.mp4,cool,0,inf
gs://sign-language-videos2/Top 50 Videos/13199.mp4,cool,0,inf
gs://sign-language-videos2/Top 50 Videos/13200.mp4,cool,0,inf
gs://sign-language-videos2/Top 50 Videos/13201.mp4,cool,0,inf
gs://sign-language-videos2/Top 50 Videos/65402.mp4,cool,0,inf
gs://sign-language-videos2/Top 50 Videos/13202.mp4,cool,0,inf
gs://sign-language-videos2/Top 50 Videos/13203.mp4,cool,0,inf
gs://sign-language-videos2/Top 50 Videos/13196.mp4,cool,0,inf
gs://sign-language-videos2/Top 50 Videos/13208.mp4,cool,0,inf
gs://sign-language-videos2/Top 50 Videos/13209.mp4,cool,0,inf
gs://sign-language-videos2/Top 50 Videos/69402.mp4,mother,0,inf
gs://sign-language-videos2/Top 50 Videos/36946.mp4,mother,0,inf
gs://sign-language-videos2/Top 50 Videos/36930.mp4,mother,0,inf
gs://sign-language-videos2/Top 50 Videos/36931.mp4,mother,0,inf
gs://sign-language-videos2/Top 50 Videos/36932.mp4,mother,0,inf
gs://sign-language-videos2/Top 50 Videos/36933.mp4,mother,0,inf
gs://sign-language-videos2/Top 50 Videos/36936.mp4,mother,0,inf
gs://sign-language-videos2/Top 50 Videos/36937.mp4,mother,0,inf
gs://sign-language-videos2/Top 50 Videos/66147.mp4,mother,0,inf
gs://sign-language-videos2/Top 50 Videos/66146.mp4,mother,0,inf
gs://sign-language-videos2/Top 50 Videos/36929.mp4,mother,0,inf
gs://sign-language-videos2/Top 50 Videos/57628.mp4,thanksgiving,0,inf
gs://sign-language-videos2/Top 50 Videos/57647.mp4,thanksgiving,0,inf
gs://sign-language-videos2/Top 50 Videos/57629.mp4,thanksgiving,0,inf
gs://sign-language-videos2/Top 50 Videos/57630.mp4,thanksgiving,0,inf
gs://sign-language-videos2/Top 50 Videos/57631.mp4,thanksgiving,0,inf
gs://sign-language-videos2/Top 50 Videos/57632.mp4,thanksgiving,0,inf
gs://sign-language-videos2/Top 50 Videos/57633.mp4,thanksgiving,0,inf
gs://sign-language-videos2/Top 50 Videos/57634.mp4,thanksgiving,0,inf
gs://sign-language-videos2/Top 50 Videos/57635.mp4,thanksgiving,0,inf
gs://sign-language-videos2/Top 50 Videos/57638.mp4,thanksgiving,0,inf
gs://sign-language-videos2/Top 50 Videos/57639.mp4,thanksgiving,0,inf
gs://sign-language-videos2/Top 50 Videos/57640.mp4,thanksgiving,0,inf
gs://sign-language-videos2/Top 50 Videos/57641.mp4,thanksgiving,0,inf
gs://sign-language-videos2/Top 50 Videos/69531.mp4,what,0,inf
gs://sign-language-videos2/Top 50 Videos/62967.mp4,what,0,inf
gs://sign-language-videos2/Top 50 Videos/62968.mp4,what,0,inf
gs://sign-language-videos2/Top 50 Videos/62970.mp4,what,0,inf
gs://sign-language-videos2/Top 50 Videos/66769.mp4,what,0,inf
gs://sign-language-videos2/Top 50 Videos/62987.mp4,what,0,inf
gs://sign-language-videos2/Top 50 Videos/62964.mp4,what,0,inf
gs://sign-language-videos2/Top 50 Videos/62988.mp4,what,0,inf
gs://sign-language-videos2/Top 50 Videos/62975.mp4,what,0,inf
gs://sign-language-videos2/Top 50 Videos/62965.mp4,what,0,inf
gs://sign-language-videos2/Top 50 Videos/62979.mp4,what,0,inf
gs://sign-language-videos2/Top 50 Videos/62966.mp4,what,0,inf
gs://sign-language-videos2/Top 50 Videos/63679.mp4,woman,0,inf
gs://sign-language-videos2/Top 50 Videos/63665.mp4,woman,0,inf
gs://sign-language-videos2/Top 50 Videos/63666.mp4,woman,0,inf
gs://sign-language-videos2/Top 50 Videos/63667.mp4,woman,0,inf
gs://sign-language-videos2/Top 50 Videos/63668.mp4,woman,0,inf
gs://sign-language-videos2/Top 50 Videos/63669.mp4,woman,0,inf
gs://sign-language-videos2/Top 50 Videos/63672.mp4,woman,0,inf
gs://sign-language-videos2/Top 50 Videos/63673.mp4,woman,0,inf
gs://sign-language-videos2/Top 50 Videos/66798.mp4,woman,0,inf
gs://sign-language-videos2/Top 50 Videos/66799.mp4,woman,0,inf
gs://sign-language-videos2/Top 50 Videos/63664.mp4,woman,0,inf
gs://sign-language-videos2/Top 50 Videos/05644.mp4,bed,0,inf
gs://sign-language-videos2/Top 50 Videos/05629.mp4,bed,0,inf
gs://sign-language-videos2/Top 50 Videos/05630.mp4,bed,0,inf
gs://sign-language-videos2/Top 50 Videos/05631.mp4,bed,0,inf
gs://sign-language-videos2/Top 50 Videos/05632.mp4,bed,0,inf
gs://sign-language-videos2/Top 50 Videos/05633.mp4,bed,0,inf
gs://sign-language-videos2/Top 50 Videos/05634.mp4,bed,0,inf
gs://sign-language-videos2/Top 50 Videos/05636.mp4,bed,0,inf
gs://sign-language-videos2/Top 50 Videos/65162.mp4,bed,0,inf
gs://sign-language-videos2/Top 50 Videos/05637.mp4,bed,0,inf
gs://sign-language-videos2/Top 50 Videos/65163.mp4,bed,0,inf
gs://sign-language-videos2/Top 50 Videos/65161.mp4,bed,0,inf
gs://sign-language-videos2/Top 50 Videos/05638.mp4,bed,0,inf
gs://sign-language-videos2/Top 50 Videos/07389.mp4,bowling,0,inf
gs://sign-language-videos2/Top 50 Videos/07390.mp4,bowling,0,inf
gs://sign-language-videos2/Top 50 Videos/07391.mp4,bowling,0,inf
gs://sign-language-videos2/Top 50 Videos/07392.mp4,bowling,0,inf
gs://sign-language-videos2/Top 50 Videos/07393.mp4,bowling,0,inf
gs://sign-language-videos2/Top 50 Videos/07394.mp4,bowling,0,inf
gs://sign-language-videos2/Top 50 Videos/07397.mp4,bowling,0,inf
gs://sign-language-videos2/Top 50 Videos/65242.mp4,bowling,0,inf
gs://sign-language-videos2/Top 50 Videos/65241.mp4,bowling,0,inf
gs://sign-language-videos2/Top 50 Videos/07388.mp4,bowling,0,inf
gs://sign-language-videos2/Top 50 Videos/07398.mp4,bowling,0,inf
gs://sign-language-videos2/Top 50 Videos/07399.mp4,bowling,0,inf
gs://sign-language-videos2/Top 50 Videos/07400.mp4,bowling,0,inf
gs://sign-language-videos2/Top 50 Videos/69298.mp4,dog,0,inf
gs://sign-language-videos2/Top 50 Videos/17097.mp4,dog,0,inf
gs://sign-language-videos2/Top 50 Videos/17084.mp4,dog,0,inf
gs://sign-language-videos2/Top 50 Videos/17085.mp4,dog,0,inf
gs://sign-language-videos2/Top 50 Videos/17086.mp4,dog,0,inf
gs://sign-language-videos2/Top 50 Videos/17087.mp4,dog,0,inf
gs://sign-language-videos2/Top 50 Videos/17090.mp4,dog,0,inf
gs://sign-language-videos2/Top 50 Videos/17091.mp4,dog,0,inf
gs://sign-language-videos2/Top 50 Videos/65506.mp4,dog,0,inf
gs://sign-language-videos2/Top 50 Videos/65507.mp4,dog,0,inf
gs://sign-language-videos2/Top 50 Videos/17083.mp4,dog,0,inf
gs://sign-language-videos2/Top 50 Videos/69316.mp4,family,0,inf
gs://sign-language-videos2/Top 50 Videos/20980.mp4,family,0,inf
gs://sign-language-videos2/Top 50 Videos/20981.mp4,family,0,inf
gs://sign-language-videos2/Top 50 Videos/20982.mp4,family,0,inf
gs://sign-language-videos2/Top 50 Videos/20983.mp4,family,0,inf
gs://sign-language-videos2/Top 50 Videos/20986.mp4,family,0,inf
gs://sign-language-videos2/Top 50 Videos/20987.mp4,family,0,inf
gs://sign-language-videos2/Top 50 Videos/65677.mp4,family,0,inf
gs://sign-language-videos2/Top 50 Videos/20978.mp4,family,0,inf
gs://sign-language-videos2/Top 50 Videos/20992.mp4,family,0,inf
gs://sign-language-videos2/Top 50 Videos/20979.mp4,family,0,inf
gs://sign-language-videos2/Top 50 Videos/32337.mp4,later,0,inf
gs://sign-language-videos2/Top 50 Videos/32338.mp4,later,0,inf
gs://sign-language-videos2/Top 50 Videos/32320.mp4,later,0,inf
gs://sign-language-videos2/Top 50 Videos/32321.mp4,later,0,inf
gs://sign-language-videos2/Top 50 Videos/32322.mp4,later,0,inf
gs://sign-language-videos2/Top 50 Videos/32323.mp4,later,0,inf
gs://sign-language-videos2/Top 50 Videos/32324.mp4,later,0,inf
gs://sign-language-videos2/Top 50 Videos/32325.mp4,later,0,inf
gs://sign-language-videos2/Top 50 Videos/66015.mp4,later,0,inf
gs://sign-language-videos2/Top 50 Videos/32326.mp4,later,0,inf
gs://sign-language-videos2/Top 50 Videos/66014.mp4,later,0,inf
gs://sign-language-videos2/Top 50 Videos/32333.mp4,later,0,inf
gs://sign-language-videos2/Top 50 Videos/69395.mp4,man,0,inf
gs://sign-language-videos2/Top 50 Videos/34746.mp4,man,0,inf
gs://sign-language-videos2/Top 50 Videos/34733.mp4,man,0,inf
gs://sign-language-videos2/Top 50 Videos/34734.mp4,man,0,inf
gs://sign-language-videos2/Top 50 Videos/34736.mp4,man,0,inf
gs://sign-language-videos2/Top 50 Videos/34737.mp4,man,0,inf
gs://sign-language-videos2/Top 50 Videos/34738.mp4,man,0,inf
gs://sign-language-videos2/Top 50 Videos/66098.mp4,man,0,inf
gs://sign-language-videos2/Top 50 Videos/66099.mp4,man,0,inf
gs://sign-language-videos2/Top 50 Videos/66097.mp4,man,0,inf
gs://sign-language-videos2/Top 50 Videos/34732.mp4,man,0,inf
gs://sign-language-videos2/Top 50 Videos/34742.mp4,man,0,inf
gs://sign-language-videos2/Top 50 Videos/51057.mp4,shirt,0,inf
gs://sign-language-videos2/Top 50 Videos/51081.mp4,shirt,0,inf
gs://sign-language-videos2/Top 50 Videos/51056.mp4,shirt,0,inf
gs://sign-language-videos2/Top 50 Videos/51058.mp4,shirt,0,inf
gs://sign-language-videos2/Top 50 Videos/51059.mp4,shirt,0,inf
gs://sign-language-videos2/Top 50 Videos/51060.mp4,shirt,0,inf
gs://sign-language-videos2/Top 50 Videos/51061.mp4,shirt,0,inf
gs://sign-language-videos2/Top 50 Videos/51063.mp4,shirt,0,inf
gs://sign-language-videos2/Top 50 Videos/51064.mp4,shirt,0,inf
gs://sign-language-videos2/Top 50 Videos/51066.mp4,shirt,0,inf
gs://sign-language-videos2/Top 50 Videos/51067.mp4,shirt,0,inf
gs://sign-language-videos2/Top 50 Videos/51068.mp4,shirt,0,inf
gs://sign-language-videos2/Top 50 Videos/56852.mp4,tall,0,inf
gs://sign-language-videos2/Top 50 Videos/56838.mp4,tall,0,inf
gs://sign-language-videos2/Top 50 Videos/56839.mp4,tall,0,inf
gs://sign-language-videos2/Top 50 Videos/56840.mp4,tall,0,inf
gs://sign-language-videos2/Top 50 Videos/56841.mp4,tall,0,inf
gs://sign-language-videos2/Top 50 Videos/56842.mp4,tall,0,inf
gs://sign-language-videos2/Top 50 Videos/56843.mp4,tall,0,inf
gs://sign-language-videos2/Top 50 Videos/56844.mp4,tall,0,inf
gs://sign-language-videos2/Top 50 Videos/66591.mp4,tall,0,inf
gs://sign-language-videos2/Top 50 Videos/56846.mp4,tall,0,inf
gs://sign-language-videos2/Top 50 Videos/66592.mp4,tall,0,inf
gs://sign-language-videos2/Top 50 Videos/56837.mp4,tall,0,inf
gs://sign-language-videos2/Top 50 Videos/56848.mp4,tall,0,inf
gs://sign-language-videos2/Top 50 Videos/00639.mp4,accident,0,inf
gs://sign-language-videos2/Top 50 Videos/00624.mp4,accident,0,inf
gs://sign-language-videos2/Top 50 Videos/00625.mp4,accident,0,inf
gs://sign-language-videos2/Top 50 Videos/00626.mp4,accident,0,inf
gs://sign-language-videos2/Top 50 Videos/00627.mp4,accident,0,inf
gs://sign-language-videos2/Top 50 Videos/00628.mp4,accident,0,inf
gs://sign-language-videos2/Top 50 Videos/00629.mp4,accident,0,inf
gs://sign-language-videos2/Top 50 Videos/00631.mp4,accident,0,inf
gs://sign-language-videos2/Top 50 Videos/00632.mp4,accident,0,inf
gs://sign-language-videos2/Top 50 Videos/65009.mp4,accident,0,inf
gs://sign-language-videos2/Top 50 Videos/00623.mp4,accident,0,inf
gs://sign-language-videos2/Top 50 Videos/00633.mp4,accident,0,inf
gs://sign-language-videos2/Top 50 Videos/00634.mp4,accident,0,inf
gs://sign-language-videos2/Top 50 Videos/69213.mp4,apple,0,inf
gs://sign-language-videos2/Top 50 Videos/03005.mp4,apple,0,inf
gs://sign-language-videos2/Top 50 Videos/03008.mp4,apple,0,inf
gs://sign-language-videos2/Top 50 Videos/65085.mp4,apple,0,inf
gs://sign-language-videos2/Top 50 Videos/65086.mp4,apple,0,inf
gs://sign-language-videos2/Top 50 Videos/65084.mp4,apple,0,inf
gs://sign-language-videos2/Top 50 Videos/02999.mp4,apple,0,inf
gs://sign-language-videos2/Top 50 Videos/03000.mp4,apple,0,inf
gs://sign-language-videos2/Top 50 Videos/03001.mp4,apple,0,inf
gs://sign-language-videos2/Top 50 Videos/03002.mp4,apple,0,inf
gs://sign-language-videos2/Top 50 Videos/03003.mp4,apple,0,inf
gs://sign-language-videos2/Top 50 Videos/09966.mp4,change,0,inf
gs://sign-language-videos2/Top 50 Videos/09967.mp4,change,0,inf
gs://sign-language-videos2/Top 50 Videos/09950.mp4,change,0,inf
gs://sign-language-videos2/Top 50 Videos/09970.mp4,change,0,inf
gs://sign-language-videos2/Top 50 Videos/09953.mp4,change,0,inf
gs://sign-language-videos2/Top 50 Videos/09954.mp4,change,0,inf
gs://sign-language-videos2/Top 50 Videos/09955.mp4,change,0,inf
gs://sign-language-videos2/Top 50 Videos/09956.mp4,change,0,inf
gs://sign-language-videos2/Top 50 Videos/09957.mp4,change,0,inf
gs://sign-language-videos2/Top 50 Videos/09949.mp4,change,0,inf
gs://sign-language-videos2/Top 50 Videos/09960.mp4,change,0,inf
gs://sign-language-videos2/Top 50 Videos/09963.mp4,change,0,inf
gs://sign-language-videos2/Top 50 Videos/69282.mp4,corn,0,inf
gs://sign-language-videos2/Top 50 Videos/13337.mp4,corn,0,inf
gs://sign-language-videos2/Top 50 Videos/13325.mp4,corn,0,inf
gs://sign-language-videos2/Top 50 Videos/13326.mp4,corn,0,inf
gs://sign-language-videos2/Top 50 Videos/13327.mp4,corn,0,inf
gs://sign-language-videos2/Top 50 Videos/13328.mp4,corn,0,inf
gs://sign-language-videos2/Top 50 Videos/13329.mp4,corn,0,inf
gs://sign-language-videos2/Top 50 Videos/65408.mp4,corn,0,inf
gs://sign-language-videos2/Top 50 Videos/65409.mp4,corn,0,inf
gs://sign-language-videos2/Top 50 Videos/13323.mp4,corn,0,inf
gs://sign-language-videos2/Top 50 Videos/13333.mp4,corn,0,inf
gs://sign-language-videos2/Top 50 Videos/13334.mp4,corn,0,inf
gs://sign-language-videos2/Top 50 Videos/69290.mp4,dark,0,inf
gs://sign-language-videos2/Top 50 Videos/14673.mp4,dark,0,inf
gs://sign-language-videos2/Top 50 Videos/14674.mp4,dark,0,inf
gs://sign-language-videos2/Top 50 Videos/14675.mp4,dark,0,inf
